AUNumber,InstName,Category,IUNumber,IU,CountyName,StatusDescription,EffectiveDate,PhoneNumber,PhoneNumberExtn,WebAddress,MailingAddressLine1,MailingAddressLine2,MailingCity,MailingState,MailingZipCode,MailingZipCodeExtn,LocationAddressLine1,LocationAddressLine2,LocationCity,LocationState,LocationZipCode,LocationZipCodeExtn,Title,Salutation,FirstName,MiddleInitial,LastName,Suffix,AdminPhoneNumber,AdminPhoneNumberExtn,CommissionStartDate,CommissionExpirationDate,
310519351,Greater Bethel Temple Inc.,Miscellaneous,,,Philadelphia,Open,02/15/2012,(610)494-4433,,,4610 Tackawanna Street,,Philadelphia,PA,19124,,4610 Tackawanna Street,,Philadelphia,PA,19124,,Director,Mr,Benjamin,,Fisher,,(610)494-4433,,,,
339516518,Greater Canaan Church Community Outreach Corporation,Miscellaneous,,,Philadelphia,Open,07/24/2013,(215)972-9087,,,2001 Spring Garden Street,,Philadelphia,PA,19130,5000,2001 Spring Garden Street,,Philadelphia,PA,19130,5000,Director,Ms,Kim,,Bishop,,(215)972-9087,,,,
300513883,Greater Canaan Church Outreach,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,01/14/1998,(215)972-8044,,,2001 Spring Garden St,,Philadelphia,PA,19130,5000,2001 Spring Garden St,,Philadelphia,PA,19130,5000,Director,,Frances, ,Priolean,,,,,,
300633800,Greater Canonsburg Eco Dev Com,Miscellaneous,1,Intermediate Unit 1,Washington,Open,05/11/1994,(724)746-4216,,,100 Medical Blvd,,Canonsburg,PA,15317,9762,100 Medical Blvd,,Canonsburg,PA,15317,9762,,,,,,,,,,,
300263250,Greater Cnvlsnt AR Com Ctr Inc,"Other Private, Non-Licensed Entity",1,Intermediate Unit 1,Fayette,Open,07/06/1990,(724)626-0300,,,201 E Fairview Ave,,Connellsville,PA,15425,3703,201 E Fairview Ave,,Connellsville,PA,15425,3703,,,,,,,,,,,
374360749,Greater Elizabethtown Area Recreation-Community Services dba,Miscellaneous,13,Lancaster-Lebanon IU 13,Lancaster,Open,01/24/2007,(717)367-0119,,,600 E. High Street,,Elizabethtown,PA,17022,,70 S. Poplar Street,,Elizabethtown,PA,17022,,Director,Ms,Jessica,,Vogel,,,,,,
300253000,Greater Erie Community Action Committee,Miscellaneous,5,Northwest Tri-County IU 5,Erie,Open,07/06/1990,,,,18 W 9th St,,Erie,PA,16501,1343,18 W 9th St,,Erie,PA,16501,1343,Chief Executive Officer,Mr,Danny,J,Jones,,(814)459-4581,416,,,
300224800,Greater Harrisburg Area YWCA,"Other Private, Non-Licensed Entity",15,Capital Area IU 15,Dauphin,Open,07/06/1990,(717)234-7931,,,1101 Market St,,Harrisburg,PA,17103,2225,1101 Market St,,Harrisburg,PA,17103,2225,,,,,,,,,,,
226511922,Greater Hope Christian Academy,"Nonpublic, Non-Licensed School",26,Philadelphia IU 26,Philadelphia,Open,10/01/1992,(215)729-0374,,,7029 Woodland Ave,,Philadelphia,PA,19142,,7029 Woodland Ave,,Philadelphia,PA,19142,,Principal,Dr,Marilynn,,Miles,,,,,,
108112607,Greater Johnstown CTC,Career and Technical Center,8,Appalachia IU 8,Cambria,Open,07/06/1990,(814)266-6073,,http://www.gjctc.org,445 Schoolhouse Road,,Johnstown,PA,15904,2998,445 Schoolhouse Road,,Johnstown,PA,15904,2998,Director Vocational Education,Mr,John,S,Augustine,II,(814)269-4545,,,,
108112502,Greater Johnstown SD,School District,8,Appalachia IU 8,Cambria,Open,06/08/1999,(814)533-5670,1650,http://www.gjsd.net,1091 Broad St,,Johnstown,PA,15906,2437,1091 Broad St,,Johnstown,PA,15906,2437,Assistant Superintendent,Mr,Frank,,Frontino,,(814)553-5670,1555,07/01/2019,06/30/2022,
108112502,Greater Johnstown SD,School District,8,Appalachia IU 8,Cambria,Open,06/08/1999,(814)533-5670,1650,http://www.gjsd.net,1091 Broad St,,Johnstown,PA,15906,2437,1091 Broad St,,Johnstown,PA,15906,2437,Business Manager,Mrs,Samantha,,Williams,,(814)533-5670,1562,,,
108112502,Greater Johnstown SD,School District,8,Appalachia IU 8,Cambria,Open,06/08/1999,(814)533-5670,1650,http://www.gjsd.net,1091 Broad St,,Johnstown,PA,15906,2437,1091 Broad St,,Johnstown,PA,15906,2437,Superintendent,Mrs,Amy,,Arcurio,,(814)533-5670,1600,11/27/2018,06/30/2023,
107653102,Greater Latrobe SD,School District,7,Westmoreland IU 7,Westmoreland,Open,07/09/1999,(724)539-4200,,http://glsd.us/site/default.aspx?PageID=1,1816 Lincoln Ave,,Latrobe,PA,15650,,1816 Lincoln Ave,,Latrobe,PA,15650,,Assistant Superintendent,,,,Vacant,,,,,,
107653102,Greater Latrobe SD,School District,7,Westmoreland IU 7,Westmoreland,Open,07/09/1999,(724)539-4200,,http://glsd.us/site/default.aspx?PageID=1,1816 Lincoln Ave,,Latrobe,PA,15650,,1816 Lincoln Ave,,Latrobe,PA,15650,,Assistant Superintendent,Mr,Michael,R,Porembka,,(724)539-4200,11204,08/14/2019,08/13/2024,
107653102,Greater Latrobe SD,School District,7,Westmoreland IU 7,Westmoreland,Open,07/09/1999,(724)539-4200,,http://glsd.us/site/default.aspx?PageID=1,1816 Lincoln Ave,,Latrobe,PA,15650,,1816 Lincoln Ave,,Latrobe,PA,15650,,Business Manager,Mr,Dan,,Watson,,(724)539-4207,,,,
107653102,Greater Latrobe SD,School District,7,Westmoreland IU 7,Westmoreland,Open,07/09/1999,(724)539-4200,,http://glsd.us/site/default.aspx?PageID=1,1816 Lincoln Ave,,Latrobe,PA,15650,,1816 Lincoln Ave,,Latrobe,PA,15650,,Superintendent,Dr,Georgia,R,Teppert,,(724)539-4200,,08/01/2019,07/31/2024,
393468766,Greater Life Christian Center,Miscellaneous,,,Philadelphia,Open,03/08/2013,(215)222-4522,,,617 N. 41st Street,,Philadelphia,PA,19104,,617 N. 41st Street,,Philadelphia,PA,19104,,Director,Rev,Netha,,Bell,,(267)809-2155,,,,
118402603,Greater Nanticoke Area SD,School District,18,Luzerne IU 18,Luzerne,Open,08/03/1999,(570)735-7783,,http://www.gnasd.com,427 Kosciuszko St,,Nanticoke,PA,18634,2690,427 Kosciuszko St,,Nanticoke,PA,18634,2690,Business Manager,,Albert,B,Melone,Jr  ,(570)735-7783,,,,
118402603,Greater Nanticoke Area SD,School District,18,Luzerne IU 18,Luzerne,Open,08/03/1999,(570)735-7783,,http://www.gnasd.com,427 Kosciuszko St,,Nanticoke,PA,18634,2690,427 Kosciuszko St,,Nanticoke,PA,18634,2690,Superintendent,Dr,Ronald,,Grevera,,(570)735-1270,,07/01/2019,06/30/2024,
926510006,Greater Olney Branch Library,Library,,,Philadelphia,Open,01/28/2005,(215)685-2845,,,5501 N 5th St ,,Philadelphia ,PA,19120,2805,5501 N 5th St ,,Philadelphia ,PA,19120,2805,Director,,Christina, ,Patton,,(215)685-2845,,,,
300517540,Greater Phila Urban Aff Coalit,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,07/06/1990,(215)977-7506,,,1207 Chestnut St FL 7,,Philadelphia,PA,19107,4102,1207 Chestnut St FL 7,,Philadelphia,PA,19107,4102,,,,,,,,,,,
300513885,Greater Philadelphia First,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,05/31/1996,(215)575-2200,,,1818 Market St,,Philadelphia,PA,19103,3638,1818 Market St,,Philadelphia,PA,19103,3638,Director,Mr,John, ,Claypool,,(215)575-2200,,,,
325230016,Greater Philadelphia Society for Education and Training,Miscellaneous,25,Delaware County IU 25,Delaware,Open,05/16/2005,(484)251-1246,,,917 LONGACRE BLVD.,,YEADON,PA,19050,3321,5511 SPRINGFIELD AVENUE,,PHILADELPHIA,PA,19143,,Director,Rev,DAWN,,PRESBERY,,,,,,
300519800,Greater Philadelphia Young Men's Christian Association,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,07/06/1990,(215)963-3700,,,400 Fayette Street,Suite 250,Conshohocken,PA,19428,,400 Fayette Street,Suite 250,Conshohocken,PA,19428,,Chief Executive Officer,Mr,Shaun,,Elliott,,(215)400-2100,,,,
302020042,Greater Pittsburgh 32 Masonic Learning Center for Children,Act 48 Independent Provider,,,Allegheny,Open,07/10/2003,(412)931-1996,,,3579 Masonic Way,,Pittsburgh,PA,15237,,3579 Masonic Way,,Pittsburgh,PA,15237,,,,,,,,,,,,
300020058,Greater Pittsburgh Community Food Bank,Miscellaneous,,,Allegheny,Open,08/20/2018,(412)460-3663,,,1 North Linden Street,,Duquesne,PA,15110,,1 North Linden Street,,Duquesne,PA,15110,,Director,Ms,Karen,,Dreyer,,(412)460-3663,303,,,
219351521,Greater Scranton YMCA,"Nonpublic, Non-Licensed School",19,Northeastern Educational IU 19,Lackawanna,Open,10/01/1992,(570)346-5003,,,706 N Blakely St,,Dunmore,PA,18512,1937,706 N Blakely St,,Dunmore,PA,18512,1937,Principal,,Janine,A,Shaffer,,,,,,
337499416,Greater Susquehanna Valley United Way,Miscellaneous,,,Northumberland,Open,03/12/2019,(570)988-0993,,,228 Arch Street,,Sunbury,PA,17801,,228 Arch Street,,Sunbury,PA,17801,,Director,Ms,Joanne,,Sloneem,,(570)988-0993,,,,
311491387,GREATER SUSQUEHANNA VALLEY YMCA - MILTON BRANCH,Miscellaneous,,,Northumberland,Open,11/22/2012,(570)742-7321,,,1150 N. 4TH STREET,,SUNBURY,PA,17801,,1150 N. 4TH STREET,,SUNBURY,PA,17801,,Chief Administrative Officer,Ms,Bonita,,McDowell,,,,,,
311491387,GREATER SUSQUEHANNA VALLEY YMCA - MILTON BRANCH,Miscellaneous,,,Northumberland,Open,11/22/2012,(570)742-7321,,,1150 N. 4TH STREET,,SUNBURY,PA,17801,,1150 N. 4TH STREET,,SUNBURY,PA,17801,,Director,Ms,Jody,,Reuss,,(570)742-7321,,,,
300499200,Greater Susquehanna Vly YMCA,"Other Private, Non-Licensed Entity",16,Central Susquehanna IU 16,Northumberland,Open,07/06/1990,(999)999-9999,,,12 Bound Ave,,Milton,PA,17847,1116,12 Bound Ave,,Milton,PA,17847,1116,,,,,,,,,,,
362021879,Greater Valley Community Services Inc,Miscellaneous,,,Allegheny,Open,05/26/2018,(412)351-7056,,,609 Jones Avenue,,North Braddock,PA,15104,,609 Jones Avenue,,North Braddock,PA,15104,,Director,Mr,William,,Phifer,,(412)351-7056,,,,
352480937,Greater Valley Young Mens Christian Association,Miscellaneous,,,Northampton,Open,01/01/2013,(610)759-3440,,,"1524 West Linden Street, Suite 209",,Allentown,PA,18102,,"1524 West Linden Street, Suite 209",,Allentown,PA,18102,,Chief Administrative Officer,Ms,Crystal,,Messer,,(610)438-6065,113,,,
300409150,Greater Wilkes-Barre F YMCA,"Other Private, Non-Licensed Entity",18,Luzerne IU 18,Luzerne,Open,07/06/1990,(570)823-2191,,,40 W Northampton St,,Wilkes Barre,PA,18701,1774,40 W Northampton St,,Wilkes Barre,PA,18701,1774,,,,,,,,,,,
203022945,Greater Works Christian School,"Nonpublic, Non-Licensed School",3,Allegheny IU 3,Allegheny,Open,10/01/1992,(724)327-6500,,,301 College Park Dr,,Monroeville,PA,15146,1533,301 College Park Dr,,Monroeville,PA,15146,1533,Principal,,Pastor William,,Spahr,,,,,,
300220024,GREATER ZION MISSIONARY BAPTIST CHURCH,Miscellaneous,,,Dauphin,Open,03/10/2006,,,,212 NORTH PROGRESS AVENUE,,HARRISBURG,PA,17109,,212 NORTH PROGRESS AVENUE,,HARRISBURG,PA,17109,,,,,,,,,,,,
300513945,Green Byrne Child Care Ctr Inc,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,03/17/1999,(215)597-0094,,,600 Arch St Ste 1204,,Philadelphia,PA,19106,1613,600 Arch St Ste 1204,,Philadelphia,PA,19106,1613,Director,Ms,Estena,A,McGhee,,,,,,
917080305,Green Free Library,Library,,,Bradford,Open,11/09/2000,(570)673-5744,,http://www.ncldistrict.org/canton,38 N Center St,,Canton,PA,17724,,38 N Center St,,Canton,PA,17724,,Director,,Cathy,J,Golder,,(570)673-5744,,,,
917591143,Green Free Library,Library,,,Tioga,Open,11/21/2000,(570)724-4876,,http://www.ncldistrict.org/wellsboro,134 Main St,,Wellsboro,PA,16901,1489,134 Main St,,Wellsboro,PA,16901,1489,Director,,Leslie ,A,Wishard ,,(570)724-4876,,,,
211441073,Green Gate Amish School,"Nonpublic, Non-Licensed School",11,Tuscarora IU 11,Mifflin,Open,10/01/1992,,,,60 Shady Stone Lane,,Reedsville,PA,17084,0000,45 Blue Bird Lane,,Belleville,PA,17004,,Principal,,Mahlon,C,Yoder,,,,,,
216602103,Green Grove School,"Nonpublic, Non-Licensed School",16,Central Susquehanna IU 16,Union,Open,10/01/1992,(717)445-9382,,,3935 Ridge Road,,Mifflinburg,PA,17844,,3935 Ridge Road,,Mifflinburg,PA,17889,,Principal,,Lucy,,Oberholtzer,,,,,,
213360037,Green Lane School,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lancaster,Open,09/01/2005,,,,c/o Levi L Stoltzfus,395 Green Lane,Quarryville,PA,17566,,525 Balance Meeting road,,Peach Bottom,PA,17563,,Principal,,John,,Glick,,,,,,
211440002,Green Lane School House,"Nonpublic, Non-Licensed School",11,Tuscarora IU 11,Mifflin,Open,10/01/2003,,,,75 Spring Run Rd.,,Belleville,PA,17004,,146 Lu Pine Lane,,Belleville,PA,17004,,Principal,,Rufus,K,Peachey,,,,,,
326510069,Green Light Driving School,Private Driver Training School,26,Philadelphia IU 26,Philadelphia,Open,08/10/2005,(215)677-5900,,,1102 Creswood Road,,Philadelphia,PA,19115,,1102 Creswood Road,,Philadelphia,PA,19115,,Director,,David, ,Leese,,(215)677-1621,,,,
204434170,Green Meadow Amish School,"Nonpublic, Non-Licensed School",4,Midwestern IU 4,Mercer,Open,08/21/2020,,,,455 Fredonia Rd,,Fredonia,PA,16124,,362 Folk Rd,,Fredonia,PA,16124,,Principal,,Ervin,J,Yoder,,,,,,
204431504,Green Meadow Parochial School,"Nonpublic, Non-Licensed School",4,Midwestern IU 4,Mercer,Open,10/01/1999,,,,Ivan Byler,400 Folk Road,Fredonia,PA,16124,0000,38 Breese Rd.,,Fredonia,PA,16124,,Principal,,Melvin,J,Troyer,,,,,,
215214063,Green Spring Mennonite School,"Nonpublic, Non-Licensed School",15,Capital Area IU 15,Cumberland,Open,06/01/2017,(717)445-4076,,,868 Green Spring Road,,Newville,PA,17241,,9 Fish Hatchery Road,,Newville,PA,17241,,Principal,,Nelson,,Martin,,,,,,
326510058,Green Tree Annex-St Mad Sophie,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,04/20/2004,(215)843-4528,,,6452 Greene Street,,Philadelphia,PA,19119,,6452 Greene Street,,Philadelphia,PA,19119,,,,,,,,,,,,
379515457,Green Tree Partnerships,Act 48 Independent Provider,,,Philadelphia,Open,04/21/2009,(215)843-4528,200,,146 W. Walnut Lane,PO Box 25639,Philadelphia,PA,19144,,146 W. Walnut Lane,PO Box 25639,Philadelphia,PA,19144,,,,,,,,,,,,
902021473,Green Tree Public Library,Library,,,Allegheny,Open,11/13/2000,(412)921-9292,,,10 W Manilla Ave,,Pittsburgh,PA,15220,3310,10 W Manilla Ave,,Pittsburgh,PA,15220,3310,Director,,Adaena, ,Tray,,(412)921-9292,,,,
300513970,Green Tree School,Approved Private School,26,Philadelphia IU 26,Philadelphia,Open,10/01/1990,(215)866-0200,,,1196 E. Washington Lane,,Philadelphia,PA,19138,1044,1196 E. Washington Lane,,Philadelphia,PA,19138,,Director,Mr,Ronald,D,Harvey Jr.,,(215)527-6296,,,,
300513970,Green Tree School,"Licensed, Private Academic School",26,Philadelphia IU 26,Philadelphia,Open,10/01/1990,(215)866-0200,,,1196 E. Washington Lane,,Philadelphia,PA,19138,1044,1196 E. Washington Lane,,Philadelphia,PA,19138,,Director,Mr,Ronald,D,Harvey Jr.,,(215)527-6296,,,,
212678102,Green Valley Amish School,"Nonpublic, Non-Licensed School",12,Lincoln IU 12,York,Open,08/26/2019,(717)442-0952,,,3098 Buffalo Valley Road,,Spring Grove,PA,17362,,2227 Strickhouser Road,,Seven Valleys,PA,17360,,Principal,,John,S,Esh,,,,,,
126510005,Green Woods CS,Charter School                          ,26,Philadelphia IU 26,Philadelphia,Open,09/12/2002,(215)482-6337,,http://www.greenwoodscharter.org,468 Domino Lane,,Philadelphia,PA,19128,,468 Domino Lane,,Philadelphia,PA,19128,,Chief Executive Officer,Ms,Debi,,Durso,,,,,,
213361782,Greenbank School,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lancaster,Open,10/01/1992,(111)000-0000,,,557 Ranck Road,,New Holland,PA,17557,,506 Overly Grove Road,,New Holland,PA,17557,,Principal,,Lloyd,,Stauffer,,,,,,
210145974,Greenburr Gap Amish School,"Nonpublic, Non-Licensed School",10,Central IU 10,Centre,Open,08/27/2018,(717)442-0952,,,6611 Brush Valley Road,,Rebersburg,PA,16872,,59 Greenburr Gap Road,,Rebersburg,PA,16872,,Principal,,Ben,S,King,,,,,,
378287482,"Greencastle Driving School, LLC",Private Driver Training School,12,Lincoln IU 12,Franklin,Open,08/23/2010,(717)597-9270,,,780 Campion Court,,Greencastle,PA,17225,,780 Campion Court,,Greencastle,PA,17225,,Director,,Delbert,L,Myers,,(717)597-9270,,,,
112283003,Greencastle-Antrim SD,School District,12,Lincoln IU 12,Franklin,Open,07/26/2000,(717)597-3226,50502,http://www.gcasd.org,500 East Leitersburg Street,,Greencastle,PA,17225,1138,500 East Leitersburg Street,,Greencastle,PA,17225,1138,Business Manager,Mrs,Caroline,,Royer,,(717)597-3226,50513,,,
112283003,Greencastle-Antrim SD,School District,12,Lincoln IU 12,Franklin,Open,07/26/2000,(717)597-3226,50502,http://www.gcasd.org,500 East Leitersburg Street,,Greencastle,PA,17225,1138,500 East Leitersburg Street,,Greencastle,PA,17225,1138,Superintendent,Dr,Lura,A,Hanks,,(717)597-3226,50510,07/01/2020,06/30/2023,
101302607,Greene County CTC,Career and Technical Center,1,Intermediate Unit 1,Greene,Open,07/06/1990,(724)627-3106,,http://www.greenectc.org,60 Zimmerman Drive,,Waynesburg,PA,15370,8281,60 Zimmerman Drive,,Waynesburg,PA,15370,8281,Director Vocational Education,Ms,Karen,,Pflugh,,(724)627-3106,202,,,
300300001,Greene County IDA child care Centers,Miscellaneous,,,Greene,Open,07/11/2002,(724)627-7177,,,"19 S Washington Street, Suite 150",,Waynesburg,PA,15370,,"19 S Washington Street, Suite 150",,Waynesburg,PA,15370,,,,,,,,,,,,
901300754,Greene County Law Library,Library,,,Greene,Open,01/21/2004,(724)852-5237,,,"Court House, 2nd Fl",10 E High St,Waynesburg,PA,15370,,"Court House, 2nd Fl",10 E High St,Waynesburg,PA,15370,,,,,,,,,,,,
901300725,Greene County Library System,Library,,,Greene,Open,11/21/2000,(724)627-9776,410,,311 N West Street,,Waynesburg,PA,15370,,311 N West Street,,Waynesburg,PA,15370,,Director,,Therese,M,Barry,,(724)627-9776,,,,
226511952,Greene Street Friends School,"Nonpublic, Non-Licensed School",26,Philadelphia IU 26,Philadelphia,Open,10/01/1992,(215)438-7000,,,5511 Greene St,Greene Street Friends School,Philadelphia,PA,19144,2805,5511 Greene St,Greene Street Friends School,Philadelphia,PA,19144,2805,Principal,Dr,Edward,,Marshall,,,,,,
300513960,Greene Towne School Inc,"Nonpublic, Non-Licensed School",26,Philadelphia IU 26,Philadelphia,Open,10/01/1990,(215)563-6368,,,2121 Arch Street,,Philadelphia,PA,19103,1910,2121 Arch St,,Philadelphia,PA,19103,,Principal,Ms,Sarah,,Sweeney-Denham,,,,,,
201300005,Greene Valley Christian Academy,"Nonpublic, Non-Licensed School",1,Intermediate Unit 1,Greene,Open,08/26/2013,(724)966-8638,,,558 Crucible Road,,Rices Landing,PA,15357,,558 Crucible Road,,Rices Landing,PA,15357,,Principal,,Holly,,Hathaway,,,,,,
213361792,Greenland School,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lancaster,Open,10/01/1992,,,,2442 A Leaman Road,2442 A Leaman Road,Ronks,PA,17572,,425 Gridley Road,,Lancaster,PA,17602,,Principal,,Levi,,Fisher,,,,,,
300653760,Greensburg Alternative Ed,Miscellaneous,1,Intermediate Unit 1,Westmoreland,Open,12/20/2000,,,,2909 Seminary Dr,,Greensburg,PA,15601,5555,2909 Seminary Dr,,Greensburg,PA,15601,5555,,,,,,,,,,,
207652005,Greensburg Central Catholic Jr-Sr High School,"Nonpublic, Non-Licensed School",7,Westmoreland IU 7,Westmoreland,Open,10/01/1992,(724)834-0310,,,911 Armory Drive,,Greensburg,PA,15601,5209,911 Armory Drive,,Greensburg,PA,15601,,Principal,Mr,Benjamin,,Althof,,,,,,
907650572,Greensburg Hempfield Area Library,Library,,,Westmoreland,Open,11/13/2000,(724)837-5620,,http://www.ghal.org,237 S Pennsylvania Ave,,Greensburg,PA,15601,3086,237 S Pennsylvania Ave,,Greensburg,PA,15601,3086,Director,,Jamie,K,Falo,,(724)837-5620,,,,
300653770,Greensburg Partial Hosp Prog,Miscellaneous,7,Westmoreland IU 7,Westmoreland,Open,11/22/1994,,,,201 Alivine Ave,,Greensburg,PA,15601,,201 Alivine Ave,,Greensburg,PA,15601,,,,,,,,,,,,
107653203,Greensburg Salem SD,School District,7,Westmoreland IU 7,Westmoreland,Open,06/08/1999,(724)832-2901,,http://www.greensburgsalem.org,1 Academy Hill Place,,Greensburg,PA,15601,1839,1 Academy Hill Place,,Greensburg,PA,15601,1839,Business Manager,Mr,James,J,Meyer,,(724)832-2914,,,,
107653203,Greensburg Salem SD,School District,7,Westmoreland IU 7,Westmoreland,Open,06/08/1999,(724)832-2901,,http://www.greensburgsalem.org,1 Academy Hill Place,,Greensburg,PA,15601,1839,1 Academy Hill Place,,Greensburg,PA,15601,1839,Superintendent,Dr,Gary,D,Peiffer,,(724)832-2900,,10/08/2018,06/30/2023,
373658721,Greensburg YMCA,Miscellaneous,,,Westmoreland,Open,06/24/2014,(724)834-0150,,,101 S. Maple Avenue,,Greensburg,PA,15601,,101 S. Maple Avenue,,Greensburg,PA,15601,,Chief Executive Officer,Mr,George,,O'Brien,,(724)834-0150,,,,
300520002,"Greentown Day Care Center, Inc.",Miscellaneous,,,Pike,Open,02/24/2003,,,,1401 Route 507,,Greentown,PA,18426,,1401 Route 507,,Greentown,PA,18426,,,,,,,,,,,,
213361802,Greentree Amish School,"Nonpublic, Non-Licensed School",13,Lancaster-Lebanon IU 13,Lancaster,Open,10/01/1992,(717)786-6929,,,44 Quarry Road,44 Quarry Road,Quarryville,PA,17566,,1355 Valley Rd,,Quarryville,PA,17566,,Principal,,Amos,,Fisher,,,,,,
904430363,Greenville Area Public Library,Library,,,Mercer,Open,11/13/2000,(724)588-5490,,,330 Main St,,Greenville,PA,16125,2619,330 Main St,,Greenville,PA,16125,2619,Director,,Jeanne,E,Ball,,(724)588-5490,,,,
104432803,Greenville Area SD,School District,4,Midwestern IU 4,Mercer,Open,06/08/1999,(724)588-2500,,http://www.greenville.k12.pa.us,9 Donation Rd,,Greenville,PA,16125,1789,9 Donation Rd,,Greenville,PA,16125,1789,Business Manager,Mr,Brandon,,Mirizio,,(724)588-2502,2304,,,
104432803,Greenville Area SD,School District,4,Midwestern IU 4,Mercer,Open,06/08/1999,(724)588-2500,,http://www.greenville.k12.pa.us,9 Donation Rd,,Greenville,PA,16125,1789,9 Donation Rd,,Greenville,PA,16125,1789,Superintendent,Mr,Brian,S,Tokar,,(724)588-2502,,07/01/2018,06/30/2023,
904431054,"Greenville Campus, Medical Library",Library,,,Mercer,Open,05/26/2005,(724)589-6672,,,110 N Main St,,Greenville,PA,16125,,110 N Main St,,Greenville,PA,16125,,,,,,,,,,,,
208560006,Greenville School,"Nonpublic, Non-Licensed School",8,Appalachia IU 8,Somerset,Open,08/27/2012,,,,Wilmer Kinsinger,3008 Greenville Rd.,Meyersdale,PA,15552,,3084 Greenville Road,,Meyersdale,PA,15552,,Principal,,Jacob,M,Yoder,,,,,,
300152710,Greenway Center,"Other Private, Non-Licensed Entity",24,Chester County IU 24,Chester,Open,02/07/1994,,,,390 E Boot Rd,,West Chester,PA,19380,1222,390 E Boot Rd,,West Chester,PA,19380,1222,,,,,,,,,,,
216191083,Greenwood Friends School,"Nonpublic, Non-Licensed School",16,Central Susquehanna IU 16,Columbia,Open,10/01/1992,(570)458-5532,,,PO Box 438,,Millville,PA,17846,0438,1509 Route 254,1509 route 254,Millville,PA,17846,,Principal,,Beth,,Frattali,,,,,,
115503004,Greenwood SD,School District,15,Capital Area IU 15,Perry,Open,06/08/1999,(717)589-3117,,http://www.greenwoodsd.org,405 E Sunbury St,,Millerstown,PA,17062,9528,405 E Sunbury St,,Millerstown,PA,17062,9528,Business Manager,Mrs,Lori,,Bryner,,(717)589-3117,,,,
115503004,Greenwood SD,School District,15,Capital Area IU 15,Perry,Open,06/08/1999,(717)589-3117,,http://www.greenwoodsd.org,405 E Sunbury St,,Millerstown,PA,17062,9528,405 E Sunbury St,,Millerstown,PA,17062,9528,Superintendent,Dr,Nicholas,,Guarente,,(717)589-3117,,07/01/2020,06/30/2024,
